"","Ecode","Authority","Class","...4","1. Council Tax Requirement for billing authority including special expenses, local precepts and Adult Social Care Precept.","...6","2. Parish precepts","...8","3. Council Tax Requirement for billing authority (including special expenses and Adult Social Care precept, but excluding local precepts)","...10","3a. Levies and special levies","...12","4. Tax base (after council tax reduction scheme)","...14","5. Estimated collection rate (%)","...16","6. Tax base adjustment (contributions in lieu of Class O exempt dwellings)","...18","7. Council tax base for council tax setting purposes","...20","8. Average (Band D 2 Adult equivalent) council tax (including Adult Social Care precept and local precepts)","...22","9. Average (Band D 2 Adult equivalent) council tax (including Adult Social Care precept and excluding local precepts)","...24","10. Total Adult Social Care precept","11a. Adult Social Care precept element of the 2019-20 Average (Band D 2 Adult equivalent) council tax (£)","11b. Adult Social Care precept as a percentage of the 2018-19 Average Band D 2 Adult equivalent council tax, excluding local precepts, (maximum 2%)","14. Is the council tax your authority set subject to a referendum?","15. Are one or more precepting authorities in your area holding a referendum?","16. Average council tax of major precepting authorities in the billing authority's area","...31","...32","...33","17. Average (Band D 2 adult equivalent) council tax for area of the billing authority including both local and major precepts.  (Lines 8+ 16(a) + 16(b) + 16(c) +16(d))","18. All parishes that exist in the authority's area in 2019-20 (whether they set a precept or not)","...36","19. Charter Trustees in the authority's area - 2019-20","...38","20. Precepting parishes, Charter Trustees and Temples in the authority's area setting a precept in 2019-20","...40","12. How do you wish to apply the referendum priniciples?","Local authority...42","Taxbase for setting council tax...43","Average (Band D 2 Adult equivalent ) council tax (including Adult Social Care precept and local precepts) of billing authority...44","Average (Band D 2 Adult equivalent ) council tax (including Adult Social Care precept but excluding local precepts) of billing authority...45","Total Adult Social Care precept...46","Adult Social Care precept as an element of the increase in Average (Band D 2 Adult equivalent) council tax (excluding local precept) (£)...47","Adult Social Care precept as an element of the increase in Average (Band D 2 Adult equivalent) council tax (excluding local precept) (%)...48","Local authority...49","Taxbase for setting council tax...50","Average (Band D 2 Adult equivalent ) council tax (including Adult Social Care precept and local precepts) of billing authority...51","Average (Band D 2 Adult equivalent ) council tax (including Adult Social Care precept but excluding local precepts) of billing authority...52","Total Adult Social Care precept...53","Adult Social Care precept as an element of the increase in Average (Band D 2 Adult equivalent) council tax (excluding local precept) (£)...54","Adult Social Care precept as an element of the increase in Average (Band D 2 Adult equivalent) council tax (excluding local precept) (%)...55","Local authority...56","Taxbase for setting council tax...57","Average (Band D 2 Adult equivalent ) council tax (including Adult Social Care precept and local precepts) of billing authority...58","Average (Band D 2 Adult equivalent ) council tax (including Adult Social Care precept but excluding local precepts) of billing authority...59","Total Adult Social Care precept...60","Adult Social Care precept as an element of the increase in Average (Band D 2 Adult equivalent) council tax (excluding local precept) (£)...61","Adult Social Care precept as an element of the increase in Average (Band D 2 Adult equivalent) council tax (excluding local precept) (%)...62","Local authority...63","Taxbase for setting council tax...64","Average (Band D 2 Adult equivalent ) council tax (including Adult Social Care precept and local precepts) of billing authority...65","Average (Band D 2 Adult equivalent ) council tax (including Adult Social Care precept but excluding local precepts) of billing authority...66","Total Adult Social Care precept...67","Adult Social Care precept as an element of the increase in Average (Band D 2 Adult equivalent) council tax (excluding local precept) (£)...68","Adult Social Care precept as an element of the increase in Average (Band D 2 Adult equivalent) council tax (excluding local precept) (%)...69","Local authority...70","Taxbase for setting council tax...71","Average (Band D 2 Adult equivalent ) council tax (including Adult Social Care precept and local precepts) of billing authority...72","Average (Band D 2 Adult equivalent ) council tax (including Adult Social Care precept but excluding local precepts) of billing authority...73","Total Adult Social Care precept...74","Adult Social Care precept as an element of the increase in Average (Band D 2 Adult equivalent) council tax (excluding local precept) (£)...75","Adult Social Care precept as an element of the increase in Average (Band D 2 Adult equivalent) council tax (excluding local precept) (%)...76","Local authority...77","Taxbase for setting council tax...78","Average (Band D 2 Adult equivalent ) council tax (including Adult Social Care precept and local precepts) of billing authority...79","Average (Band D 2 Adult equivalent ) council tax (including Adult Social Care precept but excluding local precepts) of billing authority...80","Total Adult Social Care precept...81","Adult Social Care precept as an element of the increase in Average (Band D 2 Adult equivalent) council tax (excluding local precept) (£)...82","Adult Social Care precept as an element of the increase in Average (Band D 2 Adult equivalent) council tax (excluding local precept) (%)...83"
"274","E1542","Tendring","SD",NA,"9299294","9829270","1697582","1873880","7601712","7955390","0","0","48185.1","48922.9","97","97","0","0","46739.5","47455.199999999997","198.96","207.13","162.63999999999999","167.64",0,"0","0","No","No","1270.44","192.96","72.45","0","1742.9800000000002","27","30530","0","0","27","30530","-",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0"
"275","E1742","Test Valley","SD",NA,"8604218","8868722","1508696","1597668","7095522","7271054","0","0","48039.7","49031.4","98.5","98.5","759.9","670.1","48079","48966","178.96","181.12","147.58000000000001","148.49",0,"0","0","No","No","1236.8699999999999","201.46","67.709999999999994","0","1687.1599999999999","57","48966","0","0","51","48737","-",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0"
"276","E1636","Tewkesbury","SD",NA,"5810432","6200653","1938362","2072585","3872070","4128068","0","0","33820.230000000003","34674.29","98.5","98.5","545.66999999999996","430.86","33858.6","34585","171.61","179.29","114.36","119.36",0,"0","0","No","No","1293.7","250.49","0","0","1723.48","50","34585","0","0","47","34384.800000000003","-",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0"
"277","E2242","Thanet","SD",NA,"11451072","12051907","1735739","1846750","9715333","10205157","84384","87563","43867.4","44631.6","97.75","98","24.3","24.3","42904.7","43763.3","266.89999999999998","275.39","226.44","233.19",0,"0","0","No","No","1299.42","193.15","77.760000000000005","0","1845.72","10","30913.200000000001","1","12850.1","11","43763.3","-",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0"
"278","E1938","Three Rivers","SD",NA,"8380594","8760413","1921233","1962314","6459361","6798099","0","0","38484.5","39341.5","99","99","144","144","38243.699999999997","39092.1","219.14","224.1","168.9","173.9",0,"0","0","No","No","1359.94","188","0","0","1772.04","6","35396.400000000001","0","0","6","35396.400000000001","-",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0"
"279","E1502","Thurrock","UA",NA,"65407869.899999999","66062077","0","0","65407869.899999999","66062077","0","0","51303","51816.2","99","99","0","0","50790","51298","1287.81","1287.81","1287.81","1287.81",0,"0","0","No","No","0","192.96","72.45","0","1553.22","0","0","0","0","0","0","-",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0"
"280","E2243","Tonbridge and Malling","SD",NA,"12935278","13570039","2779637","2923122","10155641","10646917","440200","420200","50787.9","51594.559999999998","98.3","98.5","0","0","49924.5","50820.6","259.10000000000002","267.02","203.42","209.5",0,"0","0","No","No","1299.42","193.15","77.760000000000005","0","1837.3500000000001","27","37046.400000000001","0","0","27","37046.400000000001","-",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0"
"281","E1102","Torbay","UA",NA,"65758252","69005572","280852","317372","65477400","68688200","106100","106200","46735.3","47603.7","96","96","0","0","44865.9","45699.6","1465.66","1509.98","1459.4","1503.04",0,"0","0","No","No","0","212.28","86.52","0","1808.78","1","6187.9","0","0","1","6187.9","-",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0"
"282","E1139","Torridge","SD",NA,"5128546","5382571","1391763","1492790","3736783","3889781","0","0","23790.32","24129.238578680204","99","98.5","0","0","23552.400000000001","23767.3","217.75","226.47","158.66","163.66",0,"0","0","No","No","1384.29","212.28","86.52","0","1909.56","64","23767.3","0","0","50","23521.8","-",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0"
"283","E5020","Tower Hamlets","ILB",NA,"93776983","100331449","0","0","93776983","100331449","1793002","1891687","97784.06","100919","97.25","97.5","0","0","95095","98396","986.14","1019.67","986.14","1019.67",970185,"9.86","0.99985803232806691","No","No","320.51","0","0","0","1340.1799999999998","0","0","0","0","0","0","-",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0"
"284","E4209","Trafford","MD",NA,"94562434","99566671","65875","67023","94496559","99499648","32594107","33843660","76774.36","77737.5","99.050000000000011","99.050000000000011","0","0","76045","76999","1243.51","1293.0899999999999","1242.6400000000001","1292.22",957098,"12.43","1.0002897057876778","No","No","0","198.3","0","76.95","1568.34","4","2101","0","0","1","1577","-",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0"
"285","E2244","Tunbridge Wells","SD",NA,"10263710","10701723","2409260","2533423","7854450","8168300","239800","252363","45848.1","46248.6","98.7","98.8","0","0","45252.1","45693.599999999999","226.81","234.21","173.57","178.76",0,"0","0","No","No","1299.42","193.15","77.760000000000005","0","1804.5400000000002","16","26139.95","0","0","16","26139.95","-",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0"
"286","E1544","Uttlesford","SD",NA,"8485602","9071084","3155228","3413978","5330374","5657106","0","0","36442.879999999997","37555.199999999997","98.8","98.8","205.3","208.67","36210.9","37313.199999999997","234.34","243.11","147.21","151.61000000000001",0,"0","0","No","No","1270.44","192.96","72.45","0","1778.9600000000003","57","37313.199999999997","0","0","54","37152","-",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0"
"287","E3134","Vale of White Horse","SD",NA,"10205297","10757116","3813558","3947927","6391739","6809189","0","0","50316.1","51614.8","98","98","1142","1123.7","50451.8","51706.2","202.28","208.04","126.69","131.69",0,"0","0","No","No","1468.83","206.28","0","0","1883.1499999999999","68","51706.2","0","0","64","51541","-",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0"
"288","E4705","Wakefield","MD",NA,"135341373","143957980","3276474","3345356","132064899","140612624","15572245","15205170","101223.5","103113.7","98","98.5","0","0","99199","101567","1364.34","1417.37","1331.31","1384.43",1352177,"13.31","0.99976714664503397","No","No","0","186.95","64.59","0","1668.9099999999999","25","38186","0","0","24","38167","-",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0"
"289","E4606","Walsall","MD",NA,"114985916","121373445","0","0","114985916","121373445","11240534","11219424","71311.820000000007","72385.210000000006","97.8","97.8","0","0","69743","70792.7","1648.71","1714.49","1648.71","1714.49",1167167,"16.489999999999998","1.0001758950937398","No","No","0","152.55000000000001","60.6","0","1927.6399999999999","0","0","0","0","0","0","-",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0"
"290","E5049","Waltham Forest","OLB",NA,"98812800","104497000","0","0","98812800","104497000","8104300","9732400","76342.899999999994","77636.69","98","98","0","0","74816","76084","1320.74","1373.44","1320.74","1373.44",1005070,"13.21","1","No","No","320.51","0","0","0","1693.95","0","0","0","0","0","0","-",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0"
"291","E5021","Wandsworth","ILB",NA,"55987000","59920900","0","0","55987000","59920900","5247527","4936795","134574.9","137185.74999998999","97","97","145.30000000000001","145.30000000000001","130683","133215.5","428.42","449.8","428.42","449.8",1141661.12,"8.57","2.0003734652910699","No","No","320.51","0","0","0","770.31","0","0","0","0","0","0","-",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0"
"292","E0602","Warrington","UA",NA,"96038607","99737772","1914939","2234759","94123668","97503013","0","0","68173.7","68577.8","99","99","0","0","67492","67892","1422.96","1469.07","1394.59","1436.15",0,"0","0","No","No","0","200.44","77.739999999999995","0","1747.25","18","51271","0","0","17","51226","-",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0"
"293","E3735","Warwick","SD",NA,"10164201","10893029.67","1522679.34","1619422.67","8641521.6600000001","9273607","0","0","53657.140000000029","55856.45","99.5","99.5","0","0","53388.9","55577.2","190.38","196","161.86000000000001","166.86",0,"0","0","No","No","1431.81","227.98","0","0","1855.79","35","55577.17","0","0","24","55561.65","-",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0"
"294","E1939","Watford","SD",NA,"8502103","8808834","0","0","8502103","8808834","0","0","33395.800000000003","33856.300000000003","97","97","0","0","32393.9","32840.6","262.45999999999998","268.23","262.45999999999998","268.23",0,"0","0","No","No","1359.94","188","0","0","1816.17","0","0","0","0","0","0","-",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0"
"295","E3640","Waverley","SD",NA,"12723257","13234827","3129287","3267010","9593970","9967817","0","0","54738.400000000001","55221.3","99","99","0","0","54191","54669.1","234.79","242.09","177.04","182.33",0,"0","0","No","No","1453.5","260.57","0","0","1956.1599999999999","21","54669.1","0","0","21","54669.1","-",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0"
"296","E1437","Wealden","SD",NA,"18219863.359999999","19071206","6235463","6551606","11984400.359999999","12519600","69865.679999999993","71942","64911.3","66047.899999999994","98.5","98.5","0","0","63937.599999999999","65057.2","284.95999999999998","293.14999999999998","187.44","192.44",0,"0","0","No","No","1434.78","189.91","93.67","0","2011.51","42","65057.2","0","0","41","64951.6","-",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0"
"297","E2837","Wellingborough","SD",NA,"4125258","4368853","548134","575439","3577124","3793414","0","0","25068.58","25366.7","97.7","99","0","0","24492","25113","168.43","173.97","146.05000000000001","151.05000000000001",0,"0","0","No","No","1236.0999999999999","245.04","60.76","0","1715.87","18","10058","0","0","18","10058","-",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0"
"298","E1940","Welwyn Hatfield (R)","SD",NA,"10173776","10537592","1627725","1666631","8546051","8870961","0","0","41612.9","42142.5","99.4","99.4","0","0","41363.199999999997","41889.599999999999","245.96","251.56","206.61","211.77",0,"0","0","No","No","1359.94","188","0","0","1799.5","8","24795.5","0","0","8","24795.5","-",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0"
"299","E0302","West Berkshire (R)","UA",NA,"99025277","102111702","4186930","4240751","94838347","97870951","0","0","64973.3","64975.5","99.4","99.6","307.22000000000003","305.89999999999998","64890.7","65021.5","1526.03","1570.43","1461.51","1505.21",0,"0","0","No","No","0","206.28","66.28","0","1842.99","63","65021.5","0","0","57","64845","-",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0"
"300","E1140","West Devon","SD",NA,"5889508","6126536","1364802","1453037","4524706","4673499","0","0","20719.849999999999","20778.939999999999","97","97","19.600000000000001","21","20117.900000000001","20176.599999999999","292.75","303.64999999999998","224.91","231.63",0,"0","0","No","No","1384.29","212.28","86.52","0","1986.74","46","20176.57","0","0","45","20118.310000000001","-",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0"
"301","E2343","West Lancashire (R)","SD",NA,"7476615","7781995","598459","611212","6878156","7170783","0","0","35538.69","35975.83","98","98","0","0","34827.9","35256.300000000003","214.67","220.73","197.49","203.39",0,"0","0","No","No","1346.59","201.45","69.48","0","1838.25","21","22069.040000000001","0","0","20","21969.599999999999","-",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0"
"302","E2537","West Lindsey","SD",NA,"7966532","8324148","1909249","2019774","6057283","6304374","351466","362483","29612.400000000001","29929.200000000001","98.3","98.3","115.15","112.4","29224.1","29532.799999999999","272.60000000000002","281.86","207.27","213.47",0,"0","0","No","No","1292.4000000000001","241.38","0","0","1815.6400000000003","128","29532.799999999999","0","0","79","28238.2","-",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0"
"303","E3135","West Oxfordshire","SD",NA,"7628508","7940154","3577651","3607826","4050857","4332328","0","0","42649.25","43303.902222222227","98.5","98.5","911.17","939.22","42920.7","43593.599999999999","177.73","182.14","94.38","99.38",0,"0","0","No","No","1468.83","206.28","0","0","1857.2499999999998","81","43593.599999999999","0","0","62","42725.3","-",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0"
"304","E3539","West Suffolk","SD",NA,"13116620","13433622","3822728","3951797","9293892","9481825","0","0","55118.899999999994","55359.11","0","98.9054","295","303","54455.4","55056.1","0","0","0","0",0,"0","0","No","No","1292.1300000000001","212.76","0","0","1748.89","94","55056.1","0","0","89","54782.5","Apply to the increase in average Band D in each individual predecessor area","Forest Heath","18313.11","243.34","152.28","0","0","0","St Edmundsbury","36743","244.33","182.16","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0","West Suffolk","55056.1","244","172.22","0","0","0"
"305","E5022","Westminster (R)","ILB",NA,"53834438","56682836","157999","162149","53676439","56520687","2514789","2505485","133727.79999999999","135276.1","96","96","454.6","454.6","128833.3","130319.7","417.86","434.95","416.63","433.71",1085563,"8.33","2","No","No","320.51","0","0","0","755.46","1","3496.1","0","0","1","3496.1","-",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0"
"306","E4210","Wigan (R)","MD",NA,"115205153","116707371","71266","71889","115133887","116635482","22349979","22708921","91070.399999999994","91326.3","98","99","0","0","89249","90413","1290.83","1290.83","1290.03","1290.03",0,"0","0","No","No","0","198.3","0","76.95","1566.08","2","3627","0","0","2","3627","-",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0"
"307","E3902","Wiltshire","UA",NA,"278253945.20999998","292698856","19804325.09","21702097","258449620.11999997","270996759","0","0","178136.27","181267.3","99.75","99.75","5014.5","5198.8999999999996","182705.4","186013","1522.97","1573.54","1414.57","1456.87",0,"0","0","No","No","0","206.27","74.87","0","1854.6799999999998","252","186013","0","0","238","185370.54","-",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0"
"308","E1743","Winchester","SD",NA,"10663917","11041445","3013860","3224316","7650057","7817129","0","0","48624.73","49453.36","98.8","99","348.66","348.66","48389.9","49307.5","220.37","223.93","158.09","158.54",0,"0","0","No","No","1236.8699999999999","201.46","67.709999999999994","0","1729.97","48","35326.699999999997","0","0","46","35207.9","-",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0"
"309","E0305","Windsor and Maidenhead","UA",NA,"69538840","72265555","1369469","1446947","68169371","70818608","0","0","67957.7","68696.3","99.5","99.5","0","0","67617.899999999994","68352.800000000003","1028.4100000000001","1057.24","1008.16","1036.07",0,"0","0","No","No","0","206.28","66.28","0","1329.8","15","33072.6","0","0","14","32998.9","-",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0"
"310","E4305","Wirral","MD",NA,"136464000","142436200","0","0","136464000","142436200","38159700","39245700","95354.9","96141.7","96.75","97.25","0","0","92255.9","93497.8","1479.19","1523.42","1479.19","1523.42",0,"0","0","No","No","0","201.97","78.84","19","1823.23","0","0","0","0","0","0","-",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0"
"311","E3641","Woking","SD",NA,"9578864","9936686","0","0","9578864","9936686","0","0","41513.5","41768","98.6","98.7","97.7","98","41030","41323","233.46","240.46","233.46","240.46",0,"0","0","No","No","1453.5","260.57","0","0","1954.53","0","0","0","0","0","0","-",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0"
"312","E0306","Wokingham","UA",NA,"102618240","108516017","4154134","4378855","98464106","104137162","0","0","69362.7","70885.45","99","99","0","0","68669.100000000006","70176.600000000006","1494.39","1546.33","1433.89","1483.93",503166,"7.17","0.50003835719615863","No","No","0","206.28","66.28","0","1818.8899999999999","17","70176.600000000006","0","0","17","70176.600000000006","-",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0"
"313","E4607","Wolverhampton","MD",NA,"96970374","103486083","0","0","96970374","103486083","10348915","10366476","64752.9","65812.850000000006","97.23","97.240000000000009","0","0","62959.199999999997","63996.4","1540.21","1617.06","1540.21","1617.06",1971090,"30.8","1.9997273099122848","No","No","0","152.55000000000001","60.6","0","1830.2099999999998","0","0","0","0","0","0","-",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0"
"314","E1837","Worcester","SD",NA,"5830066.6799999997","6077242","139803","148041","5690263.6799999997","5929201","0","0","31846.93","32220.2","99","99","0","0","31528.5","31898","184.91","190.52","180.48","185.88",0,"0","0","No","No","1260.75","216.66","84.34","0","1752.27","2","6156.2","0","0","2","6156.2","-",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0"
"315","E3837","Worthing","SD",NA,"8874030","9154490","0","0","8874030","9154490","0","0","39249","39390.5","97.75","97.75","0","0","38365.9","38504.199999999997","231.3","237.78","231.3","237.78",0,"0","0","No","No","1383.57","189.91","0","0","1811.26","0","0","0","0","0","0","-",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0"
"316","E1838","Wychavon","SD",NA,"8258506","8490808","2267282","2390838","5991224","6099970","0","0","49684","50575","99.5","99.5","0","0","49435.6","50322.1","167.06","168.73","121.19","121.22",0,"0","0","No","No","1260.75","216.66","84.34","0","1730.48","93","50322.1","0","0","68","49994.8","-",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0","0","0"
